total_splits,season,num_teams,rank,games_played,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,plate_appearances,total_bases,rbi,left_on_base,sac_bunts,sac_flies,babip,ground_outs_to_airouts,catchers_interference,at_bats_per_home_run,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
1173,2007,1,1,76,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,0,3,1,1,0,0,0,0,1.000,-.--,0,-.--,134,Pittsburgh Pirates,/api/v1/teams/134,448165,Matt Capps,/api/v1/people/448165,Matt,Capps,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,26,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,0,4,1,1,0,0,0,0,1.000,-.--,0,-.--,118,Kansas City Royals,/api/v1/teams/118,346855,Brandon Duckworth,/api/v1/people/346855,Brandon,Duckworth,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,24,0,0,0,1,0,0,0,0,0,1,0,1.000,1,1.000,2.000,3.000,0,0,.---,0,1,1,2,1,0,0,0,1.000,-.--,0,-.--,139,Tampa Bay Devil Rays,/api/v1/teams/139,434628,Jason Hammel,/api/v1/people/434628,Jason,Hammel,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,0,1,1,1,1,0,0,0,1.000,-.--,0,-.--,115,Colorado Rockies,/api/v1/teams/115,115475,Tim Harikkala,/api/v1/people/115475,Tim,Harikkala,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,11,0,0,5,0,0,1,0,0,0,2,0,1.000,2,1.000,2.500,3.500,0,2,1.000,0,10,2,5,1,0,0,0,1.000,-.--,0,2.00,136,Seattle Mariners,/api/v1/teams/136,430590,Charlton Jimerson,/api/v1/people/430590,Charlton,Jimerson,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,X,Unknown,Unknown,X,,,ALL,season,hitting
1173,2007,1,1,1,0,0,1,1,0,0,0,0,0,3,0,1.000,3,1.000,1.333,2.333,0,0,.---,0,12,3,4,0,0,0,0,1.000,-.--,0,-.--,142,Minnesota Twins,/api/v1/teams/142,458643,Jose Morales,/api/v1/people/458643,Jose,Morales,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,2,Catcher,Catcher,C,,,ALL,season,hitting
1173,2007,1,1,62,0,0,1,1,0,0,0,0,0,1,0,1.000,1,1.000,2.000,3.000,0,0,.---,0,4,1,2,2,0,0,0,1.000,-.--,0,-.--,118,Kansas City Royals,/api/v1/teams/118,407908,Joel Peralta,/api/v1/people/407908,Joel,Peralta,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,13,0,0,1,0,0,0,0,1,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,0,9,2,1,0,0,0,0,1.000,-.--,0,-.--,114,Cleveland Indians,/api/v1/teams/114,460265,Jeremy Sowers,/api/v1/people/460265,Jeremy,Sowers,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,1,56,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,0,0,.---,0,5,1,1,0,0,0,0,1.000,-.--,0,-.--,158,Milwaukee Brewers,/api/v1/teams/158,277184,Matt Wise,/api/v1/people/277184,Matt,Wise,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,hitting
1173,2007,1,10,3,0,2,1,1,0,1,0,0,0,2,0,.667,3,.500,2.000,2.500,0,0,.---,0,18,4,6,4,1,0,1,.333,0.00,0,3.00,136,Seattle Mariners,/api/v1/teams/136,434605,Wladimir Balentien,/api/v1/people/434605,Wladimir,Balentien,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,9,Outfielder,Outfielder,RF,,,ALL,season,hitting
