total_splits,season,num_teams,rank,games_played,games_started,ground_outs,air_outs,runs,doubles,triples,home_runs,strike_outs,base_on_balls,intentional_walks,hits,hit_by_pitch,avg,at_bats,obp,slg,ops,caught_stealing,stolen_bases,stolen_base_percentage,ground_into_double_play,number_of_pitches,era,innings_pitched,wins,losses,saves,save_opportunities,holds,blown_saves,earned_runs,whip,batters_faced,outs,games_pitched,complete_games,shutouts,strikes,strike_percentage,hit_batsmen,balks,wild_pitches,pickoffs,total_bases,ground_outs_to_airouts,win_percentage,pitches_per_inning,games_finished,strikeout_walk_ratio,strikeouts_per9inn,walks_per9inn,hits_per9inn,runs_scored_per9,home_runs_per9,inherited_runners,inherited_runners_scored,catchers_interference,sac_bunts,sac_flies,team_id,team_name,team_link,player_id,player_full_name,player_link,player_first_name,player_last_name,league_id,league_name,league_link,sport_id,sport_link,sport_abbreviation,position_code,position_name,position_type,position_abbreviation,splits_tied_with_offset,splits_tied_with_limit,player_pool,type_display_name,group_display_name
606,2005,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.000,1,1.000,1.000,2.000,1,0,.000,0,8,0.00,0.1,0,0,0,0,0,0,0,3.00,1,1,1,0,0,3,.380,0,0,0,0,1,-.--,.---,24.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,144,Atlanta Braves,/api/v1/teams/144,425905,Frank Brooks,/api/v1/people/425905,Frank,Brooks,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,2,1,1,5,0,1,0,0,1,1,0,1,0,.125,8,.222,.250,.472,0,0,.---,0,39,0.00,2.0,0,0,0,0,0,0,0,1.00,9,6,2,0,0,23,.590,0,0,0,0,2,0.20,.---,19.50,1,1.00,4.50,4.50,4.50,0.00,0.00,0,0,0,0,0,136,Seattle Mariners,/api/v1/teams/136,435658,Jorge Campillo,/api/v1/people/435658,Jorge,Campillo,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,.250,4,.250,.250,.500,0,0,.---,0,19,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,11,.580,0,0,0,0,1,0.00,.---,19.00,1,-.--,18.00,0.00,9.00,0.00,0.00,0,0,0,0,0,117,Houston Astros,/api/v1/teams/117,150344,Travis Driskill,/api/v1/people/150344,Travis,Driskill,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,3,0,3,2,0,0,0,0,2,1,0,1,1,.125,8,.300,.125,.425,0,0,.---,0,44,0.00,2.2,0,0,0,0,0,0,0,0.75,10,8,3,0,0,24,.550,1,0,0,0,1,1.50,.---,16.50,1,2.00,6.75,3.38,3.38,0.00,0.00,0,0,0,0,0,121,New York Mets,/api/v1/teams/121,115803,Felix Heredia,/api/v1/people/115803,Felix,Heredia,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,5,0,1,2,0,0,0,0,4,3,0,3,0,.300,10,.462,.300,.762,0,0,.---,1,53,0.00,2.2,0,0,0,1,1,1,0,2.25,13,8,5,0,0,29,.550,0,0,0,0,3,0.50,.---,19.88,1,1.33,13.50,10.13,10.13,0.00,0.00,5,1,0,0,0,138,St. Louis Cardinals,/api/v1/teams/138,431164,Tyler Johnson,/api/v1/people/431164,Tyler,Johnson,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,5,0,8,10,0,2,0,0,4,4,0,6,0,.214,28,.313,.286,.599,0,0,.---,2,140,0.00,8.0,0,0,0,0,0,0,0,1.25,32,24,5,0,0,83,.590,0,0,0,0,8,0.80,.---,17.50,3,1.00,4.50,4.50,6.75,0.00,0.00,4,0,0,0,0,141,Toronto Blue Jays,/api/v1/teams/141,451788,Shaun Marcum,/api/v1/people/451788,Shaun,Marcum,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,1,5,0,5,4,0,0,0,0,1,4,0,1,0,.091,11,.333,.091,.424,0,0,.---,0,68,0.00,3.1,0,0,0,0,1,0,0,1.50,15,10,5,0,0,36,.530,0,0,0,0,1,1.25,.---,20.40,1,0.25,2.70,10.80,2.70,0.00,0.00,4,1,0,0,0,144,Atlanta Braves,/api/v1/teams/144,120717,Jay Powell,/api/v1/people/120717,Jay,Powell,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,8,8,0,13,9,1,1,0,0,4,2,1,9,0,.257,35,.297,.286,.583,1,0,.000,2,125,0.96,9.1,0,1,0,0,1,0,1,1.18,37,28,8,0,0,83,.660,0,0,0,0,10,1.44,.000,13.39,3,2.00,3.86,1.93,8.68,0.96,0.00,7,4,0,0,0,140,Texas Rangers,/api/v1/teams/140,444857,Scott Feldman,/api/v1/people/444857,Scott,Feldman,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,9,11,0,5,15,1,0,0,1,6,0,0,8,0,.235,34,.235,.324,.559,0,0,.---,0,130,1.04,8.2,0,0,0,0,1,0,1,0.92,34,26,11,0,0,87,.670,0,0,1,0,11,0.33,.---,15.00,4,-.--,6.23,0.00,8.31,1.04,1.04,7,1,0,0,0,133,Oakland Athletics,/api/v1/teams/133,446939,Ron Flores,/api/v1/people/446939,Ron,Flores,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,10,71,0,92,62,18,5,2,2,80,18,0,50,4,.177,283,.235,.230,.465,3,6,.667,3,1186,1.38,78.1,7,4,43,47,0,4,12,0.87,306,235,71,0,0,776,.650,4,0,0,0,65,1.48,.636,15.14,67,4.44,9.19,2.07,5.74,2.07,0.23,18,2,0,0,1,147,New York Yankees,/api/v1/teams/147,121250,Mariano Rivera,/api/v1/people/121250,Mariano,Rivera,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,11,15,0,24,36,7,6,1,1,29,11,1,24,0,.212,113,.282,.310,.592,0,3,1.000,4,431,1.47,30.2,2,1,0,0,1,0,5,1.14,124,92,15,0,0,283,.660,0,1,1,0,35,0.67,.667,14.05,6,2.64,8.51,3.23,7.04,2.05,0.29,5,1,0,0,0,114,Cleveland Indians,/api/v1/teams/114,425507,Fernando Cabrera,/api/v1/people/425507,Fernando,Cabrera,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,12,24,0,48,45,7,4,1,0,17,13,2,24,2,.180,133,.264,.226,.490,0,0,.---,2,529,1.49,36.1,3,1,1,2,5,1,6,1.02,149,109,24,0,0,342,.650,2,0,0,0,30,1.07,.750,14.56,5,1.31,4.21,3.22,5.94,1.73,0.00,17,2,0,1,0,121,New York Mets,/api/v1/teams/121,433677,Juan Padilla,/api/v1/people/433677,Juan,Padilla,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,13,3,0,12,3,1,0,0,1,3,0,0,4,0,.182,22,.182,.318,.500,0,1,1.000,0,87,1.50,6.0,0,0,0,0,0,0,1,0.67,22,18,3,0,0,57,.660,0,0,0,0,7,4.00,.---,14.50,0,-.--,4.50,0.00,6.00,1.50,1.50,1,0,0,0,0,116,Detroit Tigers,/api/v1/teams/116,434589,Mark Woodyard,/api/v1/people/434589,Mark,Woodyard,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,14,75,0,66,76,17,7,1,6,87,20,2,45,3,.165,272,.229,.265,.494,2,9,.818,5,1195,1.51,77.2,4,3,38,41,0,3,13,0.84,297,233,75,0,0,800,.670,3,1,3,0,72,0.87,.571,15.39,70,4.35,10.08,2.32,5.21,1.97,0.70,14,4,0,0,2,143,Philadelphia Phillies,/api/v1/teams/143,123790,Billy Wagner,/api/v1/people/123790,Billy,Wagner,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,15,2,0,3,8,1,1,0,0,5,3,0,4,0,.200,20,.304,.250,.554,0,0,.---,0,91,1.59,5.2,0,0,0,0,0,0,1,1.24,23,17,2,0,0,54,.590,0,0,1,0,5,0.38,.---,16.06,0,1.67,7.94,4.76,6.35,1.59,0.00,0,0,0,0,0,144,Atlanta Braves,/api/v1/teams/144,460580,Chuck James,/api/v1/people/460580,Chuck,James,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,15,24,0,16,32,5,5,1,0,19,13,0,15,0,.185,81,.295,.272,.567,1,2,.667,2,395,1.59,22.2,2,0,0,1,3,1,4,1.24,95,68,24,0,0,237,.600,0,0,0,1,22,0.50,1.000,17.43,7,1.46,7.54,5.16,5.96,1.99,0.00,14,4,0,0,1,137,San Francisco Giants,/api/v1/teams/137,435620,Jack Taschner,/api/v1/people/435620,Jack,Taschner,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,17,24,1,69,42,12,5,1,0,28,17,2,33,0,.195,169,.266,.237,.503,0,1,1.000,6,687,1.70,47.2,1,1,0,0,2,0,9,1.05,189,143,24,0,0,422,.610,0,0,2,0,40,1.64,.500,14.41,5,1.65,5.29,3.21,6.23,2.27,0.00,18,7,0,1,2,135,San Diego Padres,/api/v1/teams/135,454535,Clay Hensley,/api/v1/people/454535,Clay,Hensley,104,NL,/api/v1/league/104,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
606,2005,1,18,67,0,76,77,17,11,0,3,72,26,4,53,2,.194,273,.267,.267,.534,2,7,.778,7,1186,1.72,78.1,5,1,23,27,0,4,15,1.01,306,235,67,0,0,777,.660,2,0,1,1,73,0.99,.833,15.14,47,2.77,8.27,2.99,6.09,1.95,0.34,36,9,0,3,2,133,Oakland Athletics,/api/v1/teams/133,434718,Huston Street,/api/v1/people/434718,Huston,Street,103,AL,/api/v1/league/103,1,/api/v1/sports/1,MLB,1,Pitcher,Pitcher,P,,,ALL,season,pitching
