"","type","group","games_started","caught_stealing","stolen_bases","stolen_base_percentage","assists","put_outs","errors","chances","fielding","passed_ball","pickoffs","summary","games_played","fly_outs","ground_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","at_bats","ground_into_double_play","ground_into_triple_play","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","catchers_interference","at_bats_per_home_run","game_type","num_teams","air_outs","avg","obp","slg","ops","number_of_pitches","babip","ground_outs_to_airouts","team_id","team_name","team_link","opponent_id","opponent_name","opponent_link","pitcher_id","pitcher_full_name","pitcher_link","pitcher_first_name","pitcher_last_name","batter_id","batter_full_name","batter_link","batter_first_name","batter_last_name","play_index","play_play_id","play_pitch_number","play_start_time","play_end_time","play_is_pitch","play_type","play_details_description","play_details_code","play_details_ball_color","play_details_trail_color","play_details_is_in_play","play_details_is_strike","play_details_is_ball","play_details_away_score","play_details_home_score","play_details_is_out","play_details_has_review","play_details_runner_going","play_details_call_code","play_details_call_description","play_details_type_code","play_details_type_description","play_count_balls","play_count_strikes","play_count_outs","play_count_inning","play_pitch_data_start_speed","play_pitch_data_end_speed","play_pitch_data_strike_zone_top","play_pitch_data_strike_zone_bottom","play_pitch_data_zone","play_pitch_data_type_confidence","play_pitch_data_plate_time","play_pitch_data_extension","play_pitch_data_coordinates_a_y","play_pitch_data_coordinates_a_z","play_pitch_data_coordinates_pfx_x","play_pitch_data_coordinates_pfx_z","play_pitch_data_coordinates_p_x","play_pitch_data_coordinates_p_z","play_pitch_data_coordinates_v_x0","play_pitch_data_coordinates_v_y0","play_pitch_data_coordinates_v_z0","play_pitch_data_coordinates_x","play_pitch_data_coordinates_y","play_pitch_data_coordinates_x0","play_pitch_data_coordinates_y0","play_pitch_data_coordinates_z0","play_pitch_data_coordinates_a_x","play_pitch_data_breaks_break_angle","play_pitch_data_breaks_break_length","play_pitch_data_breaks_break_y","play_pitch_data_breaks_spin_rate","play_pitch_data_breaks_spin_direction","play_hit_data_launch_speed","play_hit_data_launch_angle","play_hit_data_total_distance","play_hit_data_trajectory","play_hit_data_hardness","play_hit_data_location","play_hit_data_coordinates_coord_x","play_hit_data_coordinates_coord_y","total_splits","type_display_name","group_display_name","player_id","game_pk"
"1","gameLog","fielding",1,0,2,"1.000",1,7,0,8,".000",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607345,530619
"2","gameLog","pitching",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607345,530619
"3","gameLog","hitting",NA,0,1,"1.000",NA,NA,NA,NA,NA,NA,0,"1-6 | K, SB",1,1,3,0,0,0,0,1,0,0,1,0,6,1,0,6,1,0,6,0,0,0,"-.--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607345,530619
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,0,0,0,0,0,0,2,0,3,0,0,3,2,0,0,0,0,0,"-.--","R",1,1,".667",".667",".667","1.334",7,".667","0.00",145,"Chicago White Sox","/api/v1/teams/145",142,"Minnesota Twins","/api/v1/teams/142",641427,"Alan Busenitz","/api/v1/people/641427","Alan","Busenitz",607345,"Kevan Smith","/api/v1/people/607345","Kevan","Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"vsPlayer5Y","hitting",607345,530619
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"3ffe45b7-522d-43d5-817d-a9323667abbf",5,"2018-06-28T18:43:58.340Z","2018-06-28T18:44:08.684Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,0,TRUE,FALSE,NA,"X","In play, out(s)","FF","Four-Seam Fastball",2,2,2,2,90.1,82.4,3.3701,1.3907,6,2,0.423,5.7462,27.2713,-12.7868,-6.2977,11.1637,0.3062,2.6502,5.1568,-130.8706,-5.725,105.32,167.24,-0.8703,50,5.8214,-10.9368,34.8,3.6,24,2323,208,91,-12,11,"ground_ball","medium","4",141.71,142.76,NA,"playLog","hitting",607345,530619
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"4116b545-6b27-4ce9-b786-a73427b272fb",3,"2018-06-28T19:23:14.961Z","2018-06-28T19:23:30.444Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,0,TRUE,FALSE,NA,"X","In play, out(s)","FF","Four-Seam Fastball",2,0,3,4,92.5,84.1,3.4873,1.508,3,2,0.4125,5.8059,30.6957,-14.7883,-5.8555,9.5581,0.6764,2.9297,5.8257,-134.4131,-4.9131,91.22,159.68,-0.7644,50,5.8406,-10.6509,30,3.6,24,2221,209,97.8,-18,9,"ground_ball","medium","1",129.6,183.94,NA,"playLog","hitting",607345,530619
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"dfe900e3-c8f9-4a40-b0a5-af4a788d898d",14,"2018-06-28T20:09:11.415Z","2018-06-28T20:09:23.327Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,"X","In play, out(s)","FF","Four-Seam Fastball",3,2,3,6,93.2,86.1,3.5293,1.55,2,2,0.4026,6.2424,26.5563,-13.2688,-7.8571,10.0162,-0.0564,3.1577,4.9063,-135.7583,-4.3891,119.15,153.53,-0.8558,50,5.7025,-14.8301,44.4,4.8,24,2218,217,83.5,33,280,"fly_ball","medium","9",192.92,102.15,NA,"playLog","hitting",607345,530619
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"69cf90aa-a8b7-4af3-9658-59fd9f6b82af",3,"2018-06-28T21:13:16.923Z","2018-06-28T21:13:30.404Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,1,0,TRUE,FALSE,NA,"X","In play, out(s)","FF","Four-Seam Fastball",2,0,2,9,94.6,86.5,3.5628,1.5835,6,2,0.3994,6.2445,30.0815,-14.1866,-6.0698,9.4015,0.5119,2.4395,8.5718,-137.3729,-6.4974,97.5,172.89,-1.8585,50,5.7974,-11.6131,32.4,3.6,24,2138,210,74.2,-23,7,"ground_ball","medium","5",100.17,166.93,NA,"playLog","hitting",607345,530619
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"02b4e19d-22c3-4a60-a8cc-4df10b11f67f",3,"2018-06-28T21:52:49.394Z","2018-06-28T21:52:54.966Z",TRUE,"pitch","Called Strike","C","rgba(170, 21, 11, 1.0)","rgba(188, 0, 33, 1.0)",FALSE,TRUE,FALSE,1,1,TRUE,FALSE,NA,"C","Called Strike","FF","Four-Seam Fastball",0,3,3,10,93,86.6,3.2716,1.5621,6,2,0.3989,6.7942,24.6868,-13.441,-1.1943,9.926,0.8131,2.2597,9.076,-135.3399,-6.3917,86.05,177.7,-2.4037,50,5.5625,-2.254,2.4,3.6,24,2239,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"playLog","hitting",607345,530619
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"4382b127-6920-46cf-830f-10b684db8674",1,"2018-06-28T22:54:13.374Z","2018-06-28T22:54:30.424Z",TRUE,"pitch","In play, no out","D","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,2,1,FALSE,FALSE,NA,"D","In play, no out","FF","Four-Seam Fastball",0,0,0,13,93.5,85.4,3.638,1.6588,2,2,0.4093,5.4987,29.4095,-18.4073,-6.5696,7.3568,-0.0175,3.5285,6.8335,-135.8553,-2.1959,117.66,143.53,-1.7104,50,5.6249,-12.2937,30,4.8,24,2404,218,101,6,127,"line_drive","medium","7",96.29,116.71,NA,"playLog","hitting",607345,530619
